"persid";"estanid";"perfilid";"perfil";"perfilgrupo"
"a243bfad9";"0000PB997";"CARGO";"CARGO";"OTROS"
"cf1ba09e0";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"eae6d38cc";"0031PB003";"A0504";"Profesor titular universidad";"PDI"
"e8e52b024";"0007PB013";"7189";"E. CONSERJE";"PAS"
"9f04f9783";"0000PB997";"CARGO";"CARGO";"OTROS"
"9f04f9783";"0000PB997";"CARGO";"CARGO";"OTROS"
"a45da715e";"0034PB079";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"cb60ff059";"0033PB111";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"9f3e2aabf";"0024PB001";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"e12926098";"0015PB013";"A0504";"Profesor titular universidad";"PDI"
"e12926098";"0000PB997";"CARGO";"CARGO";"OTROS"
"06c2597fa";"0028PB050";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"23ba31f0d";"0019PB035";"7189";"E. CONSERJE";"PAS"
"4300018d7";"0034PB073";"7189";"E. CONSERJE";"PAS"
"730d550a1";"0015PB023";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"afe40d831";"0000PB997";"CARGO";"CARGO";"OTROS"
"8faf2a91d";"0036PB033";"7189";"E. CONSERJE";"PAS"
"fd2145066";"0013PB009";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"5c84b337f";"0014PB056";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"535a92d83";"0033PB009";"7189";"E. CONSERJE";"PAS"
"a8a73bc31";"0033PB020";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"3249f4bbe";"0015PB047";"A0504";"Profesor titular universidad";"PDI"
"c0a7c9633";"0028PB092";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"8090a87bd";"0024PB025";"7189";"E. CONSERJE";"PAS"
"1ddca25d9";"0014PB004";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"885da6398";"0036PB030";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"1cd8885d7";"0024PB022";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"ef8c9f247";"0024PB001";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"4cdef51a4";"0028PB001";"7189";"E. CONSERJE";"PAS"
"447d5dba8";"0015PB074";"A0504";"Profesor titular universidad";"PDI"
"447d5dba8";"0000PB997";"CARGO";"CARGO";"OTROS"
"62d9cc116";"0000PB997";"SP011";"BECARIO";"PDI"
"65a39e823";"0022PB016";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"1b80904a5";"0033PB075";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"6568edcc7";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"4f000410d";"0038PB017";"7189";"E. CONSERJE";"PAS"
"e7301a25b";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"cda664647";"0013PB009";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"bcd693604";"0036PB023";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"a1f7d02be";"0031PB057";"7189";"E. CONSERJE";"PAS"
"764eb6e95";"0011PB015";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"3728c80d9";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"8ba0303a6";"0037PB079";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"1230d01e9";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"4e6a69257";"0020PB011";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"33e0cd61d";"0000PB997";"SP011";"BECARIO";"PDI"
"894f37ca4";"0031PB057";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"cb20e2f99";"0000PB997";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"ee868d7b3";"0012PB045";"A0504";"Profesor titular universidad";"PDI"
"d67c796d8";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"121f43438";"0020PB013";"A0504";"Profesor titular universidad";"PDI"
"550bc795d";"0033PB081";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"c478951d8";"0000PB997";"CARGO";"CARGO";"OTROS"
"767137232";"0034PB006";"A0504";"Profesor titular universidad";"PDI"
"3d6d98984";"0033PB123";"7001";"E. ARCHI.,BIBLIOT. Y DOCUM. U. ALICANTE";"PAS"
"599e32540";"0007PB061";"A0504";"Profesor titular universidad";"PDI"
"91779ec75";"0026PB014";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"6dd88e1dc";"0026PB016";"00060";"AYUDANTE (LOU)";"PDI"
"fc98d9f6d";"0020PB073";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"0ddafe49b";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"7b0ae7fef";"0007PB008";"7189";"E. CONSERJE";"PAS"
"057eceac7";"0020PB045";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"00cd339bf";"0203PB011";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"4ab6d60d1";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"aded4a53b";"0033PB027";"7005";"E. ESPEC. ARCHIV. BIBLIOT, Y CENTROS DOC";"PAS"
"5ca444d3c";"0019PB017";"A0500";"Catedratico de universidad";"PDI"
"9be196859";"0038PB057";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"54f2d3667";"0019PB010";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"d31fc3936";"0039PB025";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"2194d6370";"0000PB997";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"fcf1585df";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"48ccc4737";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"67fe9a52f";"0000PB997";"SP011";"BECARIO";"PDI"
"85b805e62";"0000PB997";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"85b805e62";"0000PB997";"CARGO";"CARGO";"OTROS"
"47269e6c1";"0016PB015";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"c78f40274";"0000PB997";"CARGO";"CARGO";"OTROS"
"52d157f6a";"0033PB139";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"0224d703a";"0020PB045";"A0504";"Profesor titular universidad";"PDI"
"27e20d0dc";"0036PB012";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"02f882ce4";"0015PB008";"A0504";"Profesor titular universidad";"PDI"
"2753f3d3a";"0000PB997";"CARGO";"CARGO";"OTROS"
"da69b966b";"0028PB050";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"85e036304";"0028PB024";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"181e8a9b2";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"1392f02fc";"0027PB002";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"a9d513b14";"0041PB054";"40138";"ESPECIALISTA TECNICO";"PAS"
"7f963c332";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"9651283c6";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"ac48c7a83";"0020PB044";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"a82895156";"0018PB035";"A0506";"Profesor titular escuela universitaria";"PDI"
"c6ef4c03a";"0009PB017";"10015";"TECNICO SUPERIOR";"PAS"
"7592427b3";"0007PB013";"7189";"E. CONSERJE";"PAS"
"31eaec7b2";"0000PB997";"SP011";"BECARIO";"PDI"
"f7a220851";"0005PB037";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"079d379f8";"0020PB029";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"a9f2b2e9f";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"41764f3d3";"0000PB997";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"004dbcefe";"0009PB025";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"7a6f2dd6f";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"41a1a9117";"0031PB030";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"710d61814";"0033PB081";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"50f552159";"0020PB014";"A0504";"Profesor titular universidad";"PDI"
"d4f29e9e2";"0000PB997";"CARGO";"CARGO";"OTROS"
"f50d3e3b0";"0020PB029";"SP011";"BECARIO";"PDI"
"2426425f5";"0007PB034";"10015";"TECNICO SUPERIOR";"PAS"
"feacf87f4";"0012PB015";"00060";"AYUDANTE (LOU)";"PDI"
"c81b10442";"0013PB018";"10023C";"ESPECIALISTA TECNICO GRUPO C";"PAS"
"2211dfb31";"0000PB997";"BECVALI";"INVESTIGADOR EN FORMACION (C-VALI)";"PDI"
"bedb4e6ae";"0000PB997";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"491173cd0";"0000PB997";"BECVALI";"INVESTIGADOR EN FORMACION (C-VALI)";"PDI"
"8a1d7daaf";"0020PB029";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f0e271b1f";"0011PB018";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"e326608a8";"0000PB997";"7002";"E. GESTION DE LA  UNIV. DE ALICANTE";"PAS"
"eacea6b8c";"0000PB997";"INVESDOC";"INVESTIGADOR DOCTOR";"PDI"
"e57eba2e3";"0000PB997";"SP011";"BECARIO";"PDI"
"c05b07cd6";"0000PB997";"SP011";"BECARIO";"PDI"
"0ab10c660";"0000PB997";"BECGV2";"BECARIOS GV SEGUNDO PERIODO (CONTRATO)";"PDI"
"7891762f1";"0000PB997";"BECMI1";"BECARIOS MIN. PRIMER PERIODO (BECA)";"PDI"
"0e2665100";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"f2a6c52f5";"0000PB997";"BECMI1";"BECARIOS MIN. PRIMER PERIODO (BECA)";"PDI"
"2e6dd9214";"0000PB997";"BECMI1";"BECARIOS MIN. PRIMER PERIODO (BECA)";"PDI"
"dfbe24d5b";"0000PB997";"SP011";"BECARIO";"PDI"
"4b9682c25";"0012PB055";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"ea7e14112";"0005PB007";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"81e5868b4";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"d4932c0c4";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"5c085f4e3";"0034PB076";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"b53c83ffe";"0000PB997";"SP011";"BECARIO";"PDI"
"557e075de";"0020PB044";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"fef42325e";"0000PB997";"SP011";"BECARIO";"PDI"
"b06ceb64d";"0000PB997";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"996e54b76";"0015PB052";"A0504";"Profesor titular universidad";"PDI"
"14ad8a355";"0016PB016";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"20c32a842";"0027PB006";"10015";"TECNICO SUPERIOR";"PAS"
"a07d425ee";"0000PB997";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"8af7d664e";"0036PB030";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"8f02756be";"0000PB997";"CARGO";"CARGO";"OTROS"
"520cdf277";"0007PB013";"7189";"E. CONSERJE";"PAS"
"064454453";"0028PB024";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"1f2daff0d";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"38338e6b7";"0000PB997";"A0504";"Profesor titular universidad";"PDI"
"94e59f4c3";"0010PB024";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"94e59f4c3";"0010PB024";"10015";"TECNICO SUPERIOR";"PAS"
"af864c4d5";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"157b2513f";"0013PB033";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f0744a68f";"0014PB002";"A0504";"Profesor titular universidad";"PDI"
"933e12a5f";"0033PB112";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"aa235d844";"0014PB065";"30005";"ESPECIALISTA TECNICO LABORATORIO";"PAS"
"60569eb56";"0008PB019";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"905bfec91";"0024PB023";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"13bc08dae";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"384370585";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"8070916f2";"0203PB061";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"954722338";"0020PB017";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"85e882fb1";"0012PB037";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"3105f65b4";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"fc8f9db1c";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"148930680";"0000PB997";"SP011";"BECARIO";"PDI"
"ca67a0acf";"0019PB015";"BECVALI";"INVESTIGADOR EN FORMACION (C-VALI)";"PDI"
"a8c3a8ff9";"0028PB056";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"ccaef15c1";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"f59a14dc7";"0020PB026";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"d63d26cb7";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"2e333fb43";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"3eb0ee47f";"0000PB997";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"6a9579365";"0008PB022";"SP011";"BECARIO";"PDI"
"3e1ce2ea7";"0014PB004";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"f44cb7b67";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"265e8642f";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"a60058495";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"e202211ad";"0028PB095";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"9e8ce51d8";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"54f29c598";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"fa13e3bee";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"02a64c965";"0033PB075";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"021a0e9a8";"0000PB997";"CARGO";"CARGO";"OTROS"
"6b9811424";"0039PB025";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"55f630ecc";"0042PB013";"7189";"E. CONSERJE";"PAS"
"7fecfe565";"0030PB020";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"0e07cade3";"0008PB027";"10015";"TECNICO SUPERIOR";"PAS"
"9fda158f2";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"ba6e90ea7";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"6a36755d0";"0034PB016";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"832cbd308";"0028PB024";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"61028bc7b";"0013PB018";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"d8e699659";"0008PB019";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"d8e699659";"0000PB997";"CARGO";"CARGO";"OTROS"
"ff5a39658";"0005PB013";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"24089ec24";"0000PB997";"SP011";"BECARIO";"PDI"
"da7af3dc8";"0005PB006";"7053";"E. OPERADOR DE LA UNIV. DE ALICANTE";"PAS"
"c5ca86511";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"d04ca0eb6";"0037PB038";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"5aea3a0c6";"0027PB003";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"7353e39bb";"0026PB066";"SP011";"BECARIO";"PDI"
"2e4a7b81e";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"05ebaad28";"0020PB017";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"e99d4fd7a";"0026PB005";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"8be9afc17";"0024PB025";"7189";"E. CONSERJE";"PAS"
"ad9b370c6";"0008PB027";"INVESCOL";"INVESTIGADOR COLABORADOR";"PDI"
"5cb51e60b";"0000PB997";"BECPRO";"INVESTIGADOR EN FORMACION (C-PRO-GV)";"PDI"
"e58ca9650";"0000PB997";"SP011";"BECARIO";"PDI"
"9acbfa77b";"0014PB053";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"d706a75cf";"0015PB073";"A0504";"Profesor titular universidad";"PDI"
"d706a75cf";"0014PB051";"CARGO";"CARGO";"OTROS"
"989835295";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"c07567d20";"0000PB997";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"85cda5cf6";"0000PB997";"INVESPDI";"INVESTIGADOR PDI";"PDI"
"76a1edbfa";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"f644141fd";"0036PB034";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"ec65d69da";"0031PB037";"00062";"PROFESOR COLABORADOR (LOU)";"PDI"
"89c54c039";"0028PB050";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"c8a87bc06";"0003PB006";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"9357d847b";"0012PB015";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"590ac907b";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"70ba109f7";"0016PB016";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"df87b9e79";"0020PB024";"A0504";"Profesor titular universidad";"PDI"
"8bb44d617";"0008PB027";"BECPRO";"INVESTIGADOR EN FORMACION (C-PRO-GV)";"PDI"
"695ff0d1a";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"24cbdb621";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"2f41e714f";"0002PB020";"BECUA2";"BECARIOS UA SEGUNDO PERIODO (CONTRATO)";"PDI"
"8bcfb6d6f";"0028PB029";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"0c19c025d";"0007PB013";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"4fd7487b4";"0024PB022";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"4fd7487b4";"0027PB002";"DOCENTE";"DOCENTE EXTERNO";"OTROS"
"e439b518c";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"7202981ca";"0000PB997";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"9a452314b";"0000PB997";"SP011";"BECARIO";"PDI"
"02479c4a3";"0010PB022";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"da9faa050";"0008PB027";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"da9faa050";"0008PB027";"SP011";"BECARIO";"PDI"
"ccd97e06f";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"2f62aca85";"0028PB031";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"60af908ba";"0000PB997";"10015";"TECNICO SUPERIOR";"PAS"
"ee95ac263";"0005PB037";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"758cb1dc2";"0000PB997";"CARGO";"CARGO";"OTROS"
"76a2501e3";"0009PB012";"7138";"E. OFICIAL-ESPECIALISTA DE LA UNIV. DE A";"PAS"
"ba37cc5dd";"0024PB007";"00060";"AYUDANTE (LOU)";"PDI"
"1a1d16985";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"2f99df22c";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"633f2851c";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"08fd84778";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"bb67c30c5";"0012PB041";"00063";"PROFESOR CONTRATADO DOCTOR (LOU)";"PDI"
"0279b20b8";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"6ad16f4c6";"0016PB054";"7035";"E. TECNICO MEDIO DE LA UNIV. DE ALIC.";"PAS"
"c88fc840c";"0020PB026";"7189";"E. CONSERJE";"PAS"
"998659ed8";"0034PB078";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"9ca54cc1c";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"7016bd7a4";"0000PB997";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"6aca16585";"0033PB021";"7189";"E. CONSERJE";"PAS"
"96958db86";"0031PB057";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"45bcd8ef6";"0036PB029";"7004";"E. ADMINISTRATIVA DE LA UNIV. DE ALICANT";"PAS"
"907fbac5c";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"7d42fb375";"0038PB057";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"45aa5b157";"0000PB997";"CARGO";"CARGO";"OTROS"
"45aa5b157";"0026PB016";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"0cdc3dc4d";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"66ae71101";"0012PB015";"40138";"ESPECIALISTA TECNICO";"PAS"
"0ec194690";"0000PB997";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"d91aea012";"1301PB004";"SP011";"BECARIO";"PDI"
"153f886ff";"0000PB997";"7000";"E. TECNICA DE LA UNIVERSIDAD DE ALICANT";"PAS"
"509cc6c03";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"50aa38d86";"0027PB011";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"4225fc2f3";"0000PB997";"00061";"PROFESOR AYUDANTE DOCTOR (LOU)";"PDI"
"9efd5e695";"0000PB997";"40138";"ESPECIALISTA TECNICO";"PAS"
"0404b2aa4";"0015PB037";"00060";"AYUDANTE (LOU)";"PDI"
"351c18d64";"0000PB997";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"3c954d922";"0030PB023";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"df4497a23";"0022PB021";"00060";"AYUDANTE (LOU)";"PDI"
"c612d3441";"0018PB032";"A0504";"Profesor titular universidad";"PDI"
"4c5acb6a8";"0020PB068";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"9e599494e";"0000PB997";"CARGO";"CARGO";"OTROS"
"32293e97a";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"037a29186";"0015PB010";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"c321d108b";"0000PB997";"10016B";"TECNICO GRUPO B";"PAS"
"d7361679a";"0011PB014";"00060";"AYUDANTE (LOU)";"PDI"
"02cb77c5c";"0036PB035";"BECARIOS";"BECARIOS UNIDAD EXTERNA";"OTROS"
"02cb77c5c";"0036PB017";"SP011";"BECARIO";"PDI"
"c93b6f883";"0000PB997";"BECMI2U";"BECARIOS MIN. SEGUNDO PER. FPU(CONTRATO)";"PDI"
"befc087e5";"0019PB035";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"bd646f160";"0000PB997";"INVESDOC";"INVESTIGADOR DOCTOR";"PDI"
"b8888cc17";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"fd003b391";"0000PB997";"00064";"PROFESOR ASOCIADO (LOU)";"PDI"
"19dcdef03";"0028PB053";"7006";"E. AUXILIAR DE LA UNIV. DE ALICANTE";"PAS"
"1b5135d44";"0000PB997";"SP011";"BECARIO";"PDI"
"5658b9e7c";"0024PB025";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"8cc9685d3";"0000PB997";"SP011";"BECARIO";"PDI"
"34fb19a7c";"0000PB997";"SP011";"BECARIO";"PDI"
"224ad0acb";"0037PB079";"10015";"TECNICO SUPERIOR";"PAS"
"213a17b43";"0013PB018";"BECUA1";"BECARIOS UA PRIMER PERIODO (BECA)";"PDI"
"2bcdc31d2";"0000PB997";"SP011";"BECARIO";"PDI"
"614175539";"0000PB997";"10024";"GESTOR";"PAS"
"0286cdff4";"0007PB013";"7008";"E. BASICA DE CONSERJERIA Y APOYO";"PAS"
"8d6050204";"0000PB997";"SP011";"BECARIO";"PDI"
"c12ddd77a";"0000PB997";"BECMUR2";"INVESTIGADOR EN FORMACION (C-CMUR)";"PDI"
"73bab1f37";"0002PB061";"SP011";"BECARIO";"PDI"
"442787924";"0000PB997";"SP011";"BECARIO";"PDI"
"c0f61c592";"0000PB997";"BECVALI";"INVESTIGADOR EN FORMACION (C-VALI)";"PDI"
"c0f61c592";"0000PB997";"SP011";"BECARIO";"PDI"
"45b5d57d8";"0000PB997";"SP011";"BECARIO";"PDI"
"2025da9de";"0000PB997";"BECMI1";"BECARIOS MIN. PRIMER PERIODO (BECA)";"PDI"
"107e6c059";"0000PB997";"BECMI2I";"BECARIOS MIN. SEGUNDO PER. FPI(CONTRATO)";"PDI"
"aefb56108";"0012PB055";"00060";"AYUDANTE (LOU)";"PDI"
